id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
FEAF-19450224-01,FEAF,B-25 Mitchell,"On Luzon, strikes in spt of ground forces continue, especially W of Ft Stotsenburg. FBs attack forces holding out on Corregidor. B-24’s bomb Sepinggang and Manggar A/Fs. B-25’s sweep off China coast, bombing naval base at Ryukyu-Sho.",10.99,124.91,14.38,120.57,1945-02-24T06:00:00Z,1.4,15000,230,,Leyte Philippines,Corregidor,,,Tactical Bombing
TWENTIETHAF-19450224-00,Twentieth AF,B-29 Superfortress,"In an all-incendiary attack 105 B-29’s hit Empire Dock area at Singapore, burning out about 40 per cent of the warehouse area. This is the last 100-aircraft strike of XX BC.",13.54,144.93,1.35,103.82,1945-02-24T06:00:00Z,11.6,31000,220,,Guam North Field,Singapore,105,,Strategic Bombing
SEVENTHAF-19450224-00,Seventh AF,B-24 Liberator,"28 B-24’s from Angaur bomb Ising. 3 B-24’s on armed rcn from Guam bomb Marcus A/F. During 24/25 Feb, 5 B-24’s out of Guam fly individual snooper strikes against Chichi Jima A/F and town of Okimura.",24.78,141.32,27.09,142.19,1945-02-24T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,28,,Reconnaissance
ELEVENTHAF-19450224-00,Eleventh AF,B-25 Mitchell,"4 B-25’s on shipping sweep attack Hayakegawa. Returning, the B-25’s sight and photograph a Japanese bomb-carrying balloon.",52.71,174.13,,,1945-02-24T06:00:00Z,,15000,230,,Shemya Aleutians,,4,,Tactical Bombing
TENTHAF-19450225-00,Tenth AF,B-25 Mitchell,"In joint operations with British and Chinese army forces, I6 P-47’s spt British 36th Inf Div in Mongmit sector while 31 P-47’s spt Chinese 38th and 50th Divs near Lashio and Namtu, respectively. Low B-25 strike knocks out suspension bridge at Namsang. 9 B-25’s and 85 FBs blast troop concentrations, supply areas, road traffic, and general T/Os behind enemy lines. 600-plus transport sorties are com- pleted to forward areas.",24.25,97.23,20.89,97.73,1945-02-25T06:00:00Z,1.2,15000,230,,Bhamo Burma,Namsang,9,,Tactical Bombing
TENTHAF-19450225-01,Tenth AF,P-47 Thunderbolt,"In joint operations with British and Chinese army forces, I6 P-47’s spt British 36th Inf Div in Mongmit sector while 31 P-47’s spt Chinese 38th and 50th Divs near Lashio and Namtu, respectively. Low B-25 strike knocks out suspension bridge at Namsang. 9 B-25’s and 85 FBs blast troop concentrations, supply areas, road traffic, and general T/Os behind enemy lines. 600-plus transport sorties are com- pleted to forward areas.",24.25,97.23,20.89,97.73,1945-02-25T06:00:00Z,0.9,25000,350,,Bhamo Burma,Namsang,,,Fighter
FOURTEENTHAF-19450225-00,Fourteenth AF,B-24 Liberator,"6 B-25’s, supported by 5 P-40’s, hit sampans and buildings in Puchi area. 3 B-25’s and 19 P-40’s pound Isuho ferry and attack river and road traffic from Siangtan to Hengyang. A single B-25 bombs truck convoys S of Hengyang. 4 B-24’s over Gulf of Tonkin and S China Sea claim damaging hits on 2 vessels. 44 P-51’s and P-40’s hit bridges, river shipping, troop areas, and motor transport at Kweiyi, Paoching, and Siangtan, from Lingling to Hengyang and Leiyang, from Anjen to Chaling, N of Liuchow, and W of Ishan.",25.01,102.71,26.89,112.61,1945-02-25T06:00:00Z,2.5,22000,215,,Kunming China,Hengyang,4,,Tactical Bombing
FOURTEENTHAF-19450225-01,Fourteenth AF,B-25 Mitchell,"6 B-25’s, supported by 5 P-40’s, hit sampans and buildings in Puchi area. 3 B-25’s and 19 P-40’s pound Isuho ferry and attack river and road traffic from Siangtan to Hengyang. A single B-25 bombs truck convoys S of Hengyang. 4 B-24’s over Gulf of Tonkin and S China Sea claim damaging hits on 2 vessels. 44 P-51’s and P-40’s hit bridges, river shipping, troop areas, and motor transport at Kweiyi, Paoching, and Siangtan, from Lingling to Hengyang and Leiyang, from Anjen to Chaling, N of Liuchow, and W of Ishan.",25.01,102.71,26.89,112.61,1945-02-25T06:00:00Z,2.4,15000,230,,Kunming China,Hengyang,6,,Tactical Bombing
FOURTEENTHAF-19450225-02,Fourteenth AF,P-40 Warhawk,"6 B-25’s, supported by 5 P-40’s, hit sampans and buildings in Puchi area. 3 B-25’s and 19 P-40’s pound Isuho ferry and attack river and road traffic from Siangtan to Hengyang. A single B-25 bombs truck convoys S of Hengyang. 4 B-24’s over Gulf of Tonkin and S China Sea claim damaging hits on 2 vessels. 44 P-51’s and P-40’s hit bridges, river shipping, troop areas, and motor transport at Kweiyi, Paoching, and Siangtan, from Lingling to Hengyang and Leiyang, from Anjen to Chaling, N of Liuchow, and W of Ishan.",25.01,102.71,26.89,112.61,1945-02-25T06:00:00Z,1.8,15000,310,,Kunming China,Hengyang,5,,Fighter
FOURTEENTHAF-19450225-03,Fourteenth AF,P-51 Mustang,"6 B-25’s, supported by 5 P-40’s, hit sampans and buildings in Puchi area. 3 B-25’s and 19 P-40’s pound Isuho ferry and attack river and road traffic from Siangtan to Hengyang. A single B-25 bombs truck convoys S of Hengyang. 4 B-24’s over Gulf of Tonkin and S China Sea claim damaging hits on 2 vessels. 44 P-51’s and P-40’s hit bridges, river shipping, troop areas, and motor transport at Kweiyi, Paoching, and Siangtan, from Lingling to Hengyang and Leiyang, from Anjen to Chaling, N of Liuchow, and W of Ishan.",25.01,102.71,26.89,112.61,1945-02-25T06:00:00Z,1.6,25000,362,,Kunming China,Hengyang,44,,Fighter
FEAF-19450225-00,FEAF,B-24 Liberator,B-24’s bomb Takao. P-51’s hit T/Os along E Formosa coast. B-24’s attack troop concentrations on E side of |lpo R and pound Japanese positions between Ipo and Osboy. B-24’s bomb Tawau and Labuan A/Fs.,10.99,124.91,22.62,120.31,1945-02-25T06:00:00Z,3.5,22000,215,,Leyte Philippines,Takao,,,Tactical Bombing
FEAF-19450225-01,FEAF,P-51 Mustang,B-24’s bomb Takao. P-51’s hit T/Os along E Formosa coast. B-24’s attack troop concentrations on E side of |lpo R and pound Japanese positions between Ipo and Osboy. B-24’s bomb Tawau and Labuan A/Fs.,10.99,124.91,22.62,120.31,1945-02-25T06:00:00Z,2.2,25000,362,,Leyte Philippines,Takao,,,Fighter
TWENTIETHAF-19450225-00,Twentieth AF,B-29 Superfortress,"Gen Millard F Harmon, CG AAFPOA and Dep Cmdr of Twentieth AF, is lost near Kwajalein when his aircraft disappears en route to Washington DC. (On 2 Mar Gen Hale, AAFPOA dep cmar for opera - tions, assumes Harmon’s positions). 172 B-29’s bomb urban area of Tokyo. Around 30 others hit alter- nates and T/Os. This is XXI BC’s largest mission to date and its first 3-wg strike against Japan as the 73rd and 313th Bomb Wgs are joined by the 314th.",13.54,144.93,35.68,139.76,1945-02-25T06:00:00Z,6.2,31000,220,,Guam North Field,Tokyo,172,,Strategic Bombing
SEVENTHAF-19450225-00,Seventh AF,B-24 Liberator,"9 Guam-based B-24’s hit blockhouses, and mortar and rocket-launching positions on NW part of Iwo Jima. 8 B-24’s, flying separate harassment strikes, pound A/Fs on Chichi Jima during 25/26 Feb.",24.78,141.32,27.09,142.19,1945-02-25T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,8,,Tactical Bombing
TENTHAF-19450226-00,Tenth AF,P-47 Thunderbolt,12 P-47’s spt troops of British 36th Div in Mongmit area.,25.4,97.39,,,1945-02-26T06:00:00Z,,25000,350,,Myitkyina Burma,,12,,Fighter
TENTHAF-19450301-00,Tenth AF,P-47 Thunderbolt,"27 P-47’s spt ground forces in Mogok area. 16 fly close spt strikes near Lashio. 14 P-47’s damage approaches of bypass bridge at Na-lang, but leave the bridge serviceable. About 100 FBs attack troops, supply areas, comm tgts, a ferry landing, and general T/Os along battlefronts and immediately behind German lines. Large-scale transport operations continue.",24.25,97.23,22.94,97.75,1945-03-01T06:00:00Z,0.5,25000,350,,Bhamo Burma,Lashio,27,,Fighter
FOURTEENTHAF-19450301-00,Fourteenth AF,B-25 Mitchell,6 B-25’s and 5 P-51’s pound S side of Ishan while 17 other P-51’s hit E and W sections of the city. 9 P-51’s attack T/Os of Chinchengchiang while 4 others hit troops and road traffic between Chinchengehiang and Hwalyang.,25.01,102.71,,,1945-03-01T06:00:00Z,,15000,230,,Kunming China,,6,,Tactical Bombing
FOURTEENTHAF-19450301-01,Fourteenth AF,P-51 Mustang,6 B-25’s and 5 P-51’s pound S side of Ishan while 17 other P-51’s hit E and W sections of the city. 9 P-51’s attack T/Os of Chinchengchiang while 4 others hit troops and road traffic between Chinchengehiang and Hwalyang.,25.01,102.71,,,1945-03-01T06:00:00Z,,25000,362,,Kunming China,,5,,Fighter
FEAF-19450301-00,FEAF,B-24 Liberator,"B-24’s over Formosa and the Ryukyu Is bomb Takao aluminum plant, Tainan A/F and nearby satellite field. Ftrs hit buildings at Keishu and storage tanks, railroad yards, and T/Os throughout the Ryukyus. Troops on Corregidor and W of Ft Stotsenburg are hit with napalm. Other B-24’s bomb Tarakan, Labuan, and Manggar A/Fs. B-25’s hit Zettle Field.",10.99,124.91,25.04,121.56,1945-03-01T06:00:00Z,4.0,22000,215,,Leyte Philippines,Formosa,,,Tactical Bombing
FEAF-19450301-01,FEAF,B-25 Mitchell,"B-24’s over Formosa and the Ryukyu Is bomb Takao aluminum plant, Tainan A/F and nearby satellite field. Ftrs hit buildings at Keishu and storage tanks, railroad yards, and T/Os throughout the Ryukyus. Troops on Corregidor and W of Ft Stotsenburg are hit with napalm. Other B-24’s bomb Tarakan, Labuan, and Manggar A/Fs. B-25’s hit Zettle Field.",10.99,124.91,25.04,121.56,1945-03-01T06:00:00Z,3.8,15000,230,,Leyte Philippines,Formosa,,,Tactical Bombing
SEVENTHAF-19450301-00,Seventh AF,B-24 Liberator,"VII FC is removed from control of Seventh AF and transferred to AAFPOA. 7 B-24’s from Guam bomb Susaki A/F. 1 other hits Haha Jima. During 1/2 Mar, 5 HBs make separate harassment strikes on Susaki A/F and town of Omura.",24.78,141.32,27.06,142.21,1945-03-01T06:00:00Z,7.9,22000,215,,Iwo Jima,Susaki,7,,Tactical Bombing
TENTHAF-19450302-00,Tenth AF,B-25 Mitchell,"20-plus P-47’s fly close spt strikes in Mogok area. 2 B-25’s damage ferry slips at Li-lu while 10 others hit bridges at Tonglau, Na-lang, Mong Pawn, and Namsang. 90-plus FBs attack gun positions, troops, supply areas, and highway T/Os in general battle areas and behind enemy lines. Transports complete 564 sorties to forward areas.",24.25,97.23,20.89,97.73,1945-03-02T06:00:00Z,1.2,15000,230,,Bhamo Burma,Namsang,2,,Tactical Bombing
TENTHAF-19450302-01,Tenth AF,P-47 Thunderbolt,"20-plus P-47’s fly close spt strikes in Mogok area. 2 B-25’s damage ferry slips at Li-lu while 10 others hit bridges at Tonglau, Na-lang, Mong Pawn, and Namsang. 90-plus FBs attack gun positions, troops, supply areas, and highway T/Os in general battle areas and behind enemy lines. Transports complete 564 sorties to forward areas.",24.25,97.23,20.89,97.73,1945-03-02T06:00:00Z,0.9,25000,350,,Bhamo Burma,Namsang,,,Fighter
FOURTEENTHAF-19450302-00,Fourteenth AF,B-24 Liberator,3 B-24’s on sweeps over Gulf of Tonkin and S China Sea claim 2 vessels sunk and 3 damaged.,25.01,102.71,,,1945-03-02T06:00:00Z,,22000,215,,Kunming China,,3,,Tactical Bombing
FEAF-19450302-00,FEAF,B-24 Liberator,"B-24’s, B-25’s, A-20’s, and FBs hit Matsuyama, Toyohara, Kagi, and Kato A/Fs. Other B-24’s pound Sepinggang and Manggar A/Fs and waterfront area of Sandakan.",10.99,124.91,33.84,132.77,1945-03-02T06:00:00Z,6.7,22000,215,,Leyte Philippines,Matsuyama,,,Tactical Bombing
FEAF-19450302-01,FEAF,B-25 Mitchell,"B-24’s, B-25’s, A-20’s, and FBs hit Matsuyama, Toyohara, Kagi, and Kato A/Fs. Other B-24’s pound Sepinggang and Manggar A/Fs and waterfront area of Sandakan.",10.99,124.91,33.84,132.77,1945-03-02T06:00:00Z,6.3,15000,230,,Leyte Philippines,Matsuyama,,,Tactical Bombing
FEAF-19450302-02,FEAF,A-20 Havoc,"B-24’s, B-25’s, A-20’s, and FBs hit Matsuyama, Toyohara, Kagi, and Kato A/Fs. Other B-24’s pound Sepinggang and Manggar A/Fs and waterfront area of Sandakan.",10.99,124.91,33.84,132.77,1945-03-02T06:00:00Z,4.8,10000,300,,Leyte Philippines,Matsuyama,,,Ground Attack
TWENTIETHAF-19450302-00,Twentieth AF,B-29 Superfortress,"Around 50 B-29’s bomb shop and warehouse area at naval base in Singapore. 5 others hit alternates on Bukum |, at Arang Hill, and at Khao Huakhang.",13.54,144.93,1.35,103.82,1945-03-02T06:00:00Z,11.6,31000,220,,Guam North Field,Singapore,50,,Strategic Bombing
SEVENTHAF-19450302-00,Seventh AF,B-24 Liberator,7 Guam-based B-24’s make daylight raid on Chichi Jima A/F and 5 more bomb same A/F and town of Omura during 2/3 Mar.,24.78,141.32,27.09,142.19,1945-03-02T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,,,Tactical Bombing
TENTHAF-19450303-00,Tenth AF,B-25 Mitchell,"24 P-38’s and P-47’s spt forces of Chinese 50th Div near Mansam. 16 spt British 36th Div in Mogok area. 10 P-47’s knock out Nalang bridge while 2 B-25’s drop delay-action bombs in good pattern around Loi-leng bridge. 10 B-25’s join 80-plus FBs in attack on troops, supplies, tanks, trucks, gun positions, and transport elephants behind enemy lines. 29 of the FBs concentrate on Kankang area. 643 air supply sorties are completed.",25.4,97.39,,,1945-03-03T06:00:00Z,,15000,230,,Myitkyina Burma,,2,,Tactical Bombing
TENTHAF-19450303-01,Tenth AF,P-38 Lightning,"24 P-38’s and P-47’s spt forces of Chinese 50th Div near Mansam. 16 spt British 36th Div in Mogok area. 10 P-47’s knock out Nalang bridge while 2 B-25’s drop delay-action bombs in good pattern around Loi-leng bridge. 10 B-25’s join 80-plus FBs in attack on troops, supplies, tanks, trucks, gun positions, and transport elephants behind enemy lines. 29 of the FBs concentrate on Kankang area. 643 air supply sorties are completed.",25.4,97.39,,,1945-03-03T06:00:00Z,,20000,275,,Myitkyina Burma,,24,,Fighter
TENTHAF-19450303-02,Tenth AF,P-47 Thunderbolt,"24 P-38’s and P-47’s spt forces of Chinese 50th Div near Mansam. 16 spt British 36th Div in Mogok area. 10 P-47’s knock out Nalang bridge while 2 B-25’s drop delay-action bombs in good pattern around Loi-leng bridge. 10 B-25’s join 80-plus FBs in attack on troops, supplies, tanks, trucks, gun positions, and transport elephants behind enemy lines. 29 of the FBs concentrate on Kankang area. 643 air supply sorties are completed.",25.4,97.39,,,1945-03-03T06:00:00Z,,25000,350,,Myitkyina Burma,,10,,Fighter
FOURTEENTHAF-19450303-00,Fourteenth AF,B-24 Liberator,"4 B-24’s over Gulf of Tonkin and S China Sea attack shipping T/Os, claiming 1 vessel sunk and 3 damaged. 3 B-25’s hit Kep, damaging several locomotives and boxcars and hit a bridge. 12 P-51’s over Indochina hit T/Os between Vinh and Nam Dinh (2 direct hits are scored on bridge at Minh Koi) while 2 others blast HQ building in Hanoi.",25.01,102.71,21.03,105.85,1945-03-03T06:00:00Z,1.4,22000,215,,Kunming China,Hanoi,4,,Tactical Bombing
FOURTEENTHAF-19450303-01,Fourteenth AF,B-25 Mitchell,"4 B-24’s over Gulf of Tonkin and S China Sea attack shipping T/Os, claiming 1 vessel sunk and 3 damaged. 3 B-25’s hit Kep, damaging several locomotives and boxcars and hit a bridge. 12 P-51’s over Indochina hit T/Os between Vinh and Nam Dinh (2 direct hits are scored on bridge at Minh Koi) while 2 others blast HQ building in Hanoi.",25.01,102.71,21.03,105.85,1945-03-03T06:00:00Z,1.3,15000,230,,Kunming China,Hanoi,3,,Tactical Bombing
FOURTEENTHAF-19450303-02,Fourteenth AF,P-51 Mustang,"4 B-24’s over Gulf of Tonkin and S China Sea attack shipping T/Os, claiming 1 vessel sunk and 3 damaged. 3 B-25’s hit Kep, damaging several locomotives and boxcars and hit a bridge. 12 P-51’s over Indochina hit T/Os between Vinh and Nam Dinh (2 direct hits are scored on bridge at Minh Koi) while 2 others blast HQ building in Hanoi.",25.01,102.71,21.03,105.85,1945-03-03T06:00:00Z,0.9,25000,362,,Kunming China,Hanoi,12,,Fighter
FEAF-19450303-00,FEAF,B-24 Liberator,"B-24’s pound Tainan area and Kiirun while ftrs sweeping over Formosa hit numerous T/Os. FBs bomb Koshun A F. B-25’s bomb San Roque A/F. B-24’s and B-25’s attack Zettle Field. Echague, Ternate, and Caballo | areas are bombed by A-20’s. B-25’s, aborting strike against Formosa, bomb airstrip at Basco.",10.99,124.91,25.04,121.56,1945-03-03T06:00:00Z,4.0,22000,215,,Leyte Philippines,Formosa,,,Tactical Bombing
FEAF-19450303-01,FEAF,B-25 Mitchell,"B-24’s pound Tainan area and Kiirun while ftrs sweeping over Formosa hit numerous T/Os. FBs bomb Koshun A F. B-25’s bomb San Roque A/F. B-24’s and B-25’s attack Zettle Field. Echague, Ternate, and Caballo | areas are bombed by A-20’s. B-25’s, aborting strike against Formosa, bomb airstrip at Basco.",10.99,124.91,25.04,121.56,1945-03-03T06:00:00Z,3.8,15000,230,,Leyte Philippines,Formosa,,,Tactical Bombing
FEAF-19450303-02,FEAF,A-20 Havoc,"B-24’s pound Tainan area and Kiirun while ftrs sweeping over Formosa hit numerous T/Os. FBs bomb Koshun A F. B-25’s bomb San Roque A/F. B-24’s and B-25’s attack Zettle Field. Echague, Ternate, and Caballo | areas are bombed by A-20’s. B-25’s, aborting strike against Formosa, bomb airstrip at Basco.",10.99,124.91,25.04,121.56,1945-03-03T06:00:00Z,2.9,10000,300,,Leyte Philippines,Formosa,,,Ground Attack
SEVENTHAF-19450303-00,Seventh AF,B-24 Liberator,"10 B-24’s from Guam pound Susaki A/F in afternoon strike, and 4 more, flying individual strikes, hit same tat during 3/4 Mar.",24.78,141.32,27.06,142.21,1945-03-03T06:00:00Z,7.9,22000,215,,Iwo Jima,Susaki,10,,Tactical Bombing
FOURTEENTHAF-19450304-00,Fourteenth AF,B-24 Liberator,4 B-24’s on sea sweep damage a destroyer escort in S China Sea.,25.01,102.71,,,1945-03-04T06:00:00Z,,22000,215,,Kunming China,,4,,Tactical Bombing
FEAF-19450304-00,FEAF,B-24 Liberator,"B-24’s bomb Sasa and Likanan A/Fs and town of Zamboanga and pound gun positions, ammo stor- age, and T/OS at Antipolo and Wawa, supply dumps and town area at Bamban, T/Os in Cagayan Valley, fortifications on Caballo |, and A/Fs at Aparri and Tuguegarao.",10.99,124.91,6.91,122.07,1945-03-04T06:00:00Z,1.4,22000,215,,Leyte Philippines,Zamboanga,,,Tactical Bombing
TWENTIETHAF-19450304-00,Twentieth AF,B-29 Superfortress,"Gen Giles becomes Dep Cmdr of Twentieth AF and CG Of AAFPOA. A B-29 makes an emergency landing on lwo Jima. This begins a series of over 2,400 such emergency landings on the island during World War Il. 192 Marinanas-based B-29’s are airborne against Musashino (Musashi) but heavy clouds prevent bombing the primary. 159 of the VHBs bomb secondary tat, the urban areas of Tokyo, and almost 20 others hit alternate tgts. This aborted try at Musashino marks end of XXI BC’s effort to knock out Japanese aircraft industry by high-altitude, daylight precision bombing. (The indirect effect of causing Japanese industrialists to lose confidence in their supposed immunity from air attacks exceeds the effect of actual bomb damage to the aircraft industry). During 4/5 Mar, 11 B-29’s, staging from Luliang, mine the confluence of the Hwangpoo and Yangtze Rivers and the Tai-hsing Narrows. 1 VHB drops mines at Tungting Lake.",13.54,144.93,35.71,139.55,1945-03-04T06:00:00Z,6.2,31000,220,,Guam North Field,Musashino,192,,Strategic Bombing
