source_page,serial_number,name,identification,delivery,assignment,off_inventory,circumstances
86,44-83899,,DIAMB,4/28/1945,16BG,8/3111945,Crashed overseas
86,44-83900,,,512311945,4105BU,711411954,Reclaimed Davis-Monthan
86,44-83901,,DIAMH,4/2311945,502BG,712111954,Reclaimed
86,44-83902,,DIAML 7,4/3011945,331BG,41711954,Reclaimed Wright-Patterson
86,44-83903,,DIAML 53,4/3011945,331BG,121111949,Reclaimed Tinker
86,44-83904,,DIAML,512811945,331BG,10/12/1953,Reclaimed Pyote
86,44-83905,,DIAML9,511211945,331BG,41711956,"Crashed in lake, Eielsen AFB"
86,44-83905,,TRIANGLEC,511211945,509BW,811511954,Reclaimed Tinker
86,44-83906,REGINA COELI,DIAMB,51311945,16BG,,Unknown
87,44-83907,,DIAM L 5 4/30/1945,331BG,,51711954,Reclaimed Tinker
87,44-83908,,512911945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83909,,DIAMH 5/8/1945,502BG,,51711954,Reclaimed McClellan
87,44-83910,,DIAMH 5/10/1945,502BG,,10/1111954,Reclaimed Turner
87,44-83911,,5/28/1945,4117BU,,1111211953,Reclaimed Robins
87,44-83912,,DIAMH 5/5/1945,502BG,,5/5/1954,Reclaimed Davis-Monthan
87,44-83913,,DIAMB 4/30/1945,16BG,,51711954,Reclaimed McClellan
87,44-83914,,5/30/1945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83915,,DIAMB 5/11/1945,16BG,,7/14/1954,Salvaged at Davis-Monthan
87,44-83916,,4/30/1945,4105BU,,5/5/1954,Reclaimed Davis-Monthan
87,44-83917,,5/28/1945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83918,GAL,DIAMB 5/12/1945 SQUARE A 5/12/1945,16BG 301BW,,912211954,Reclaimed Tinker Unknown
87,44-83919,,DIAM L 30 5/12/1945,331BG,,,Unknown
87,44-83920,,5/3111945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83921,,5/17/1945,XXIBC,,412911950,Salvaged at Barksdale
87,44-83922,,5/10/1945,XXIBC,,4/8/1954,Reclaimed Tinker
87,44-83923,,5/30/1945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83924,,DIAM L 31 5/11/1945,331BG,,10/4/1954,Reclaimed Tinker
87,44-83925,,DIAM LOB 51911945,331BG,,7/18/1954,Lost at Mt Home
87,44-83926,,SQUARE! 5/3111945,91RCN,,7/14/1954,Salvaged at Davis-Monthan
87,44-83927,,51911945,91SRC,,71511954,Reclaimed Davis-Monthan
87,44-83928,,DIAML 5/3111945,331BG,,7/14/1954,Salvaged at Davis-Monthan
87,44-83929,,DIAM L27 5/8/1945,331BG,,6/24/1954,Reclaimed Pyote
87,44-83930,,DIAMB 5/3111945,16BG,,7/14/1954,Salvaged at Davis-Monthan
87,44-83931,,DIAMB 5/16/1945,16BG,,7/14/1954,Salvaged at Davis-Monthan
87,44-83932,,DIAMB 5/3111945,16BG,,5/10/1954,Reclaimed Davis-Monthan
87,44-83933,RABBIT,DIAMB 5/12/1945 SQUAREH 5/3111945 SQUAREH 5/3111945,16BG 98BG 98BG,,7/15/1954 911311954 911311954,Salvaged at Davis-Monthan Reclaimed Davis-Monthan Reclaimed Davis-Monthan
87,44-83935,,5/10/1945,XXIBC,,211111954,Reclaimed Randolph
87,44-83936,,5/3111945,4105BU,,5/10/1954,Reclaimed Davis-Monthan
87,44-83937,,LDIAM 48 5/15/1945,331BG,,7/3111954,Reclaimed Tinker
87,44-83938,,TRIANGLE C 5/3111945,509BW,,7/14/1954,Reclaimed McClellan
87,44-83939,,DIAM L 50,331BG,,,Unknown
87,44-83940,,5/3111945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83941,,DIAM L49 511911945,331BG,,3/3111948,Condemned Tinker
87,44-83942,,DIAMH 511911945,502BG,,9/10/1945,Condemned overseas
87,44-83943,,DIAM L 32 5/2111945,331BG,,5/18/1954,Reclaimed Tinker
87,44-83943,,SQUARE! 5/2111945,91RCN,,5/18/1954,Reclaimed Tinker
87,44-83944,,DIAML 11 511911945,331BG,,2/14/1951,Salvaged at Barksdale
87,44-83945,JEAN,5/3111945 DIAM L 51 5/25/1945,233BU 331BG,,10/12/1953 51711954,Reclaimed Pyote Reclaimed McClellan
87,44-83947,,5/3111945,4105BU,,5/5/1954,Reclaimed Davis-Monthan
87,44-83948,,DIAMH 5/24/1945,502BG,,11123/1954,Reclaimed Tinker
87,44-83949,,5/3111945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83950,,,6BG,,911211951,Salvaged
87,44-83951,,6/2/1945,233BU,,8/17/1954,Reclaimed Tinker
87,44-83952,,DIAM L 13 5/28/1945,331BG,,11123/1954,Reclaimed Tinker
87,44-83953,,CIRCLE W 5/3111945,92BG,,121711954,Reclaimed Tinker
87,44-83953,,SQUAREY 5/3111945,307BG,,121711954,Reclaimed Tinker
87,44-83954,,DIAM L 52 5/25/1945,331BG,,7/28/1948,Condemned Tinker
87,44-83955,,5/3111945,233BU,,10/12/1953,Reclaimed Pyote
87,44-83956,,DIAM L 37 5/26/1945,331BG,,10/12/1954,Reclaimed Bergstrom
87,44-83957,,6/18/1945,233BU,,912211953,Reclaimed Pyote
87,44-83958,,DIAM L 15 512911945,331BG,,7/14/1954,Salvaged at Davis-Monthan
87,44-83959,,BLKSQM 6/6/1945,19BG,,91211954,Reclaimed Hunter
87,44-83960,,CIRCX 6/23/1945,9BG,,11211947,Condemned returning to ZI
87,44-83961,,DIAM L 33 512911945,331BG,,2/16/1954,Reclaimed Randolph
87,44-83962,,612211945,,,2/28/1946,Salvaged overseas
87,44-83963,,5/18/1945,620BU,,812511950,Reclaimed McClellan
87,44-83964,,6/2111945,333BG,,10/7/1945,"Lost, conditions unknown"
87,44-83965,BEEN TRIED,511911945 6/23/1945,,,51711954,Unknown Reclaimed Robins
87,44-83966,,BLKSQM 6/23/1945,19BG,,51711954,Reclaimed Robins
88,44-83967,,BLKSQM 72,511211945,19BG,1124155,Reclaimed Bergstrom
88,44-83968,,CIRCX,612311945,9BG,12/4/1953,Reclaimed Robins
88,44-83969,,,513111945,608BEXG,11911955,Reclaimed Tinker
88,44-83970,,,611911945,,1111211953,Reclaimed Robins
88,44-83971,,TRIANGLE 0,6/8/1945,97BG,912211954,Reclaimed Tinker
88,44-83972,,,6/28/1945,,7/28/1948,Reclaimed Tinker
88,44-83973,,,61711945,620BU,8/29/1947,"Salvaged, crashed Muroc 6/4/46"
88,44-83974,PRINCESS PAT III,BLKSQM 15,,19BG,,Survived War
88,44-83974,PUNCH BOWL QUEEN,,6/18/1945,559SR,112411950,Salvaged at Kadena
88,44-83975,,,6/14/1945,320PTS,12/3111954,Reclaimed Kelly
88,44-83976,,,6/18/1945,xxibc,1111211953,Reclaimed Robins
88,44-83977,,,61911945,608BEXG,712511954,Reclaimed McClellan
88,44-83978,,BLKSQM,6/22/1945,19BG,51411950,"Salvaged at North Field, Guam"
88,44-83979,,CIRCX,6/1111945,9BG,513111954,Reclaimed Tinker
88,44-83980,,CIRCX,6/26/1945,9BG,4/6/1953,Reclaimed Robins
88,44-83981,,DIAM L29,6/8/1945,331BG,712711954,Reclaimed Mountain Home
88,44-83982,,,612711945,XXIBC,1111211953,Reclaimed Robins
88,44-83983,,BLKSQM,6/8/1945,19BG,10/13/1954,Reclaimed Turner
88,44-83984,,,612311945,314BW,10/17/1950,Salvaged at Robins
88,44-83985,,DIAM L 12,6/1111945,331BG,712111953,"Surveyed Hunter, crashed 7/10/53"
88,44-83986,,DIAMY,612911945,501BG,11/17/1953,Reclaimed Hill
88,44-83987,,DIAMY,61911945,501BG,912311954,Reclaimed Bergstrom
88,44-83988,,BLKSQM,71911945,19BG,911411954,Reclaimed Hill
88,44-83989,,BLKSQM,6/12/1945,19BG,71511954,Reclaimed Tinker
88,44-83990,,CIRCLEE,,22BG,,Salvaged
88,44-83991,,,61911945,4141BU,6/24/1954,Reclaimed Pyote
88,44-83992,WHERE NEXT?,SQUAREH,71911945,98BG,51711954,Reclaimed Robins
88,44-83992,,DIAML,71911945,331BG,,Survived war
88,44-83993,,DIAM L 54,6/8/1945,331BG,10/12/1954,Reclaimed Turner
88,44-83994,,,6/30/1945,XXIBC,1111211953,Reclaimed Robins
88,44-83995,,CIRCX,6/1111945,9BG,313111954,Reclaimed Bergstrom
88,44-83996,,CIRCX,6/28/1945,9BG,8/17/1949,Condemned Kadena
88,44-83997,,,6/15/1945,XXIBC,7/14/1954,Salvaged at Davis-Monthan
88,44-83998,,,6/28/1945,XXIBC,8/3111945,Surveyed after crash
88,44-83999,,CIRCX,6/18/1945,9BG,121311954,Reclaimed Tinker
88,44-84000,,CIRCX,,9BG,712411951,Salvaged
88,44-84001,,Z?,6/12/1945,500BG,10/12/1954,Reclaimed Turner
88,44-84002,,L TRI 11,6/12/1945,6BG,5/24/1949,Reclaimed Tinker
88,44-84003,,CIRCR,611311945,6BG,912211954,Reclaimed Tinker
88,44-84004,,,71911945,,7/14/1954,Salvaged at Davis-Monthan
88,44-84005,,,611911945,XXIBC,11/17/1954,Reclaimed Tinker
88,44-84006,,Z?,6/30/1945,500BG,712011950,Salvaged at Eglin
88,44-84007,,,6/2111945,XXIBC,111611955,Reclaimed Tinker
88,44-84008,,CIRCR,,6BG,4/26/1951,Salvaged
88,44-84009,,BLKSQO,611911945,29BG,91711954,Reclaimed Tinker
88,44-84010,,CIRCX,6/30/1945,9BG,10/17/1950,Reclaimed Robins
88,44-84011,,,6/22/1945,,312211954,Reclaimed Great Falls
88,44-84012,,BLKSQM,6/30/1945,19BG,10/17/1950,Reclaimed Robins
88,44-84013,,T,6/2111945,498BG,121711954,Reclaimed Bergstrom
88,44-84014,,T?,6/30/1945,498BG,612511950,Condemned Nonh Field
88,44-84015,,BLKSQP,612311945,39BG,91911954,Reclaimed Bergstrom
88,44-84016,,BLKSQP,6/30/1945,39BG,11211947,Condemned - unknown reasons
88,44-84017,,SQUARE A,6/25/1945,301BG,91911954,Reclaimed Davis-Monthan
88,44-84018,,BLKSQM,711311945,19BG,10/17/1950,Salvaged at Robins
88,44-84019,CITY OF SAM BEE FLA,,6/25/1945,333BG,12/22/1945,Crashed on Training flight
88,44-84020,,BLKSQM,7/10/1945,19BG,10/2111953,Reclaimed Robins
88,44-84021,,,6/25/1945,333BG,21611950,Reclaimed Ladd
88,44-84022,,,711311945,,7/14/1954,Salvaged at Davis-Monthan
88,44-84023,,,6/25/1945,242BU,6/24/1954,Reclaimed Pyote
88,44-84024,,BLKSQK,711211945,330BG,1111611949,Salvaged at Castle
88,44-84025,,TRIANGLE C,6/28/1945,509BW,10/10/1954,Reclaimed Tinker
88,44-84026,,,711311945,,7/14/1954,Salvaged at Davis-Monthan
88,44-84027,,,6/25/1945,233BU,6/24/1954,Reclaimed Pyote
88,44-84028,,BLKSQP,7/10/1945,39BG,8/3111949,Scrapped England
88,44-84029,,BLKSQP,6/26/1945,39BG,111011957,Crash landed Bergstrom AFB
89,44-84030,,,7/14/1945,,7/14/1954,Salvaged at Davis-Monthan
89,44-84031,,DIAM L 55,6/28/1945,331BG,7/5/1954,Reclaimed Tinker
89,44-84032,,CIRCLE W,7/7/1945,92BG,7/14/1954,Salvaged at Davis-Monthan
89,44-84033,,CIRCLEE,6/26/1945,22BG,1130/1955,Reclaimed Offut
89,44-84034,,,7/10/1945,XXIBC,10/12/1953,Reclaimed Pyote
89,44-84035,,,6/30/1945,4112BU,9/2111954,Reclaimed Laurinburg
89,44-84036,,BLKSQP,7/12/1945,39BG,4/15/1948,Salvaged at Davis-Monthan
89,44-84037,,BLKSQP,6/29/1945,39BG,7/29/1954,Reclaimed Mountain Home
89,44-84038,,,7/24/1945,XXIBC,7/18/1954,Reclaimed Turner
89,44-84039,,,6/30/1945,4117BU,12/19/1954,Reclaimed Tinker
89,44-84040,,BLKSQK,7/17/1945,330BG,8/5/1948,Reclaimed Overseas
89,44-84041,,,6/30/1945,4117BU,2/24/1954,Reclaimed George
89,44-84042,,CIRCX,7/14/1945,9BG,4/29/1948,Reclaimed Overseas
89,44-84043,,,6/26/1945,,5/27/1954,Reclaimed Schenectady
89,44-84044,,CIRCX,7/14/1945,9BG,8/28/1946,Salvaged overseas
89,44-84045,,T,7/11/1945,498BG,10/12/1954,Reclaimed Turner
89,44-84046,,T?,7/18/1945,498BG,5/5/1946,Transferred to Army
89,44-84047,,,7/18/1945,,10/1111954,Reclaimed Turner
89,44-84048,,,7/18/1945,4117BU,7/14/1954,Salvaged at Davis-Monthan
89,44-84049,,,7/16/1945,XXIBC,9/30/1954,Great Falls
89,44-84050,,,7/18/1945,XXIBC,6/8/1948,Reclaimed Harmon
89,44-84051,,,7/16/1945,346BG,9/19/1954,Reclaimed Bergstrom
89,44-84052,,,7/19/1945,XXIBC,7/14/1954,Salvaged at Davis-Monthan
89,44-84053,BONNIE LEE,YLWBANDS,7/28/1945,ASR,1118/1954,Reclaimed Komaki
89,44-84054,BLACK HILLS BABY,CIRCE BLUE,,22BG,,Converted to SB-29
89,44-84054,BLACK HILLS BABY,TRIS,,40BG,,Survived War
89,44-84054,,YLWBANDS,7/28/1945,asr,,Unknown
89,44-84055,,SQUARE T,7/19/1945,2BG,12/19/1954,Reclaimed Turner
89,44-84056,,DIAML,7/23/1945,331BG,11711949,Reclaimed at Harmon
89,44-84057,,DIAM L 14,7/18/1945,331BG,10/6/1954,Reclaimed Hill
89,44-84058,,CIRCR,7/23/1945,6BG,112011949,Reclaimed Far East
89,44-84059,,BLKSQP,7/16/1945,39BG,9/9/1954,Reclaimed Davis-Monthan
89,44-84060,,TRIN,7/20/1945,444BG,11112/1953,Reclaimed Robins
89,44-84061,PACUSAN DREAMBOAT,BLKSQP,7/20/1945,39BG,8/8/1954,Reclaimed Tinker
89,44-84062,,BLKSQP,7/24/1945,39BG,4/29/1948,Salvaged at Hill
89,44-84063,,,7/23/1945,4141BU,6/24/1954,Reclaimed Pyote
89,44-84064,,,7/3111945,24BG,8/5/1948,Salvaged Overseas
89,44-84065,QUEEN OF THE NECHES,,7/2111945,92BG,11128/1954,Reclaimed Tinker
89,44-84066,,CIRCLE W,7/2111945,92BG,9/27/1954,Reclaimed McClellan
89,44-84066,,DIAML,7/2111945,331BG,9/27/1954,Reclaimed McClellan
89,44-84067,,DIAM L 34,7/25/1945,331BG,9/22/1954,Reclaimed Tinker
89,44-84068,LADY IN WAITING,TRIU,7/3111945,462BG,8/17/1949,Reclaimed Far East
89,44-84068,SHAFT ABSORBER,TRIN,7/3111945,444BG,8/17/1949,Reclaimed Far East
89,44-84068,LADY IN WAITING,,7/3111945,333BG,,
89,44-84069,,DIAM L 35,7/23/1945,331BG,8/19/1954,Reclaimed Great Falls
89,44-84070,,,7/3111945,303BW,7/14/1954,Salvaged at Davis-Monthan
89,44-84071,,,7/26/1945,,10/10/1954,Reclaimed Great Falls
89,44-84072,,,7/28/1945,346BG,8/14/1945,Surveyed at Herington
89,44-84073,,,7/3111945,,1128/1954,Reclaimed Burbank
89,44-84074,,,7/28/1945,4105BU,8/29/1947,Salvaged at Smoky Hill
89,44-84075,,CIRCLEM,7/27/1945,93BW,7/15/1954,Reclaimed Bergstrom
89,44-84076,PERCUSSION STEAMBOAT,TRIANGLES,8/4/1945,2BW,10/13/1954,Reclaimed Tinker
89,44-84077,,DIAMB,7/3111945,16BG,8/30/1945,Condemned non-combat
89,44-84078,,TRIANGLES,7/3111945,28BG,4/15/1954,Reclaimed Robins
89,44-84078,,YLWBANDS,7/3111945,3RES,4/15/1954,Reclaimed Robins
89,44-84079,,,7/27/1945,,10/1111954,Reclaimed McClellan
89,44-84080,,SQUAREH,7/3111945,98BG,7/14/1954,Salvaged at Davis-Monthan
89,44-84080,,TRIANGLES,7/3111945,28BG,7/14/1954,Salvaged at Davis-Monthan
89,44-84081,,TRIANGLE EMPTY,,6BG,7/15/1952,Salvaged
89,44-84082,,,7/3111945,,8/5/1948,Reclaimed Overseas
89,44-84083,,TRIANGLES,7/3111945,28BG,1117/1954,Reclaimed Hanscomb
89,44-84083,,TRIANGLES,7/3111945,28BG,9/111954,Reclaimed Yokota
89,44-84084,,YLWBANDS,7/3111945,,9/15/1954,Reclaimed Yokota
89,44-84085,,SQUARE A,7/3111945,301BW,5/7/1953,Reclaimed Davis-Monthan
89,44-84086,,YLWBANDS,8/8/1945,,5/5/1953,Reclaimed Komak.i
90,44-84087,,DIAM LOO 7/3111945,331BG,,5/9/1951,Salvaged
90,44-84088,IITYWYBAD,TRIANGLES 7/3111945,28BG,,4/27/1954,Reclaimed
90,44-84088,,YLWBANDS 7/3111945,,,4/27/1954,Reclaimed
90,44-84089,,8/3/1945,4141BU,,6/23/1954,Reclaimed Pyote
90,44-84090,,BLKSQM 8/8/1945,19BG,,10/17/1950,Reclaimed Robins
90,44-84091,,8/3/1945,4141BU,,6/23/1954,Reclaimed Pyote
90,44-84092,,8/6/1945,4141BU,,7/14/1954,Salvaged at Davis-Monthan
90,44-84093,,8/6/1945,4141BU,,6/23/1954,Reclaimed Pyote
90,44-84094,,TRIANGLES 8/6/1945,28BG,,6/23/1954,Reclaimed Pyote
90,44-84094,,YLWBANDS 8/6/1945,2RESGP,,9/14/1954,Reclaimed Yokota
90,44-84095,,8/9/1945,427BU,,9/14/1954,Reclaimed Kelly
90,44-84096,,TRIANGLES 8/10/1945,28BG,,2/2/1954,Reclaimed Robins
90,44-84096,,YLWBANDS 8/10/1945,ASR,,2/2/1954,Reclaimed Robins
90,44-84097,,8/6/1945,,,3/25/1953,Reclaimed Pyote
90,44-84098,,BLKSQM 8/6/1945,19BG,,10/2111953,Reclaimed Robins
90,44-84099,,8/14/1945,4141BU,,6/23/1954,Reclaimed Pyote
90,44-84100,,TRIANGLES 8/14/1945,28BG,,9/27/1954,Reclaimed McClellan
90,44-84101,,8/18/1945,!TOWSQ,,12/15/1954,Reclaimed Biggs
90,44-84102,,BLKSQM 8/13/1945,19BG,,11/12/1953,Reclaimed Robins
90,44-84103,,8/6/1945,2754ABG,,4/20/1954,Reclaimed Kelly
90,44-84104,,8/20/1945,303BW,,7/14/1954,Salvaged at Davis-Monthan
90,44-84105,,8/18/1945,4117BU,,1124/1955,Reclaimed Eglin
90,44-84106,,8/22/1945,303BW,,7/14/1954,Reclaimed Davis-Monthan
90,44-84107,,8/23/1945,,,10/11/1954,Reclaimed Turner
90,44-84108,,8/28/1945,4141BU,,10/12/1953,Reclaimed Pyote
90,44-84109,,8/18/1945,4127BU,,5/7/1954,Reclaimed McClellan
90,44-84110,WILLY'S ICE WAGON,TRIANGLES 8/20/1945,28BG,,11/25/1952,Surveyed at Randolph
90,44-84111,MONSTRO,8/18/1945,2759ABG,,7/14/1954,Reclaimed Eglin
90,44-84112,,YLWBANDS 8/1111945,ASR,,3/9/1954,Reclaimed Andersen
90,44-84112,,TRIANGLES 8/1111945,28BG,,3/9/1954,Reclaimed Andersen
90,44-84113,,8/27/1945,2TOWSQ,,7/1111954,Reclaimed Biggs
90,44-84114,UNPREDICTABLE,8/20/1945,112RDC,,7/14/1954,Salvaged at Davis-Monthan
90,44-84114,,TRIANGLES 8/20/1945,28BG,,7/14/1954,Salvaged at Davis-Monthan
90,44-84115,,8/20/1945,4117BU,,12/9/1954,Reclaimed Tinker
90,44-84116,,BLKSQM 8/25/1945,19BG,,10/20/1950,Reclaimed Robins
90,44-84117,,8/22/1945,2750ABW,,5/12/1954,Reclaimed Wright-Patterson
90,44-84118,LEGALEAGLE,SQUARE! 8/24/1945,,,10/10/1954,Reclaimed Turner
90,44-84119,,SQUARE! 8/24/1945,91RCN,,10/10/1954,Reclaimed
90,44-84120,,8/27/1945,559SR,,10/4/1954,Reclaimed
90,44-84121,,8/23/1945,,,7/22/1954,Reclaimed Wright-Patterson
90,44-84122,THERED,SQUARE A 8/25/1945,28BG,,7/14/1949,Reclaimed Weaver
90,44-84123,,SQUARE! 8/22/1945,91RCN,,8/29/1954,Reclaimed Tinker
90,44-84124,,TRIANGLE 0 8/27/1945,97BG,,113111951,Surveyed at Tinker
90,44-84125,,8/27/1945,4121BAG,,8/19/1954,Reclaimed Kelly
90,44-84126,,8/30/1945,303BW,,7/14/1954,Salvaged at Davis-Monthan
90,44-84127,,DIAM L 36 8/29/1945,331BG,,10/12/1954,Reclaimed Turner
90,44-84128,,8/3111945,4121BU,,8/19/1954,Reclaimed Kelly
90,44-84129,,DIAM L 58 9/4/1945,331BG,,3/18/1954,Reclaimed Kelly
90,44-84130,,8/3111945,303BW,,7/14/1954,Salvaged at Davis-Monthan
90,44-84131,,DIAM L 16 9/4/1945,331BG,,7/14/1954,Reclaimed McClellan
90,44-84132,,TRIANGLE 0 8/29/1945,97BW,,5/20/1954,Reclaimed Tinker
90,44-84133,,9/6/1945,4105BU,,5/5/1954,Reclaimed Davis-Monthan
90,44-84134,,TRIANGLE 0 8/30/1945,97BW,,8/13/1954,"Cr near Lockbourbe AFB, engine failure"
90,44-84135,,SQUARE! 8/30/1945,91RCN,,7/18/1954,Reclaimed Turner
90,44-84136,,8/3111945,4141BU,,10/12/1953,Reclaimed Pyote
90,44-84137,,TRIANGLE C 9/5/1945,509BW,,9/22/1954,Reclaimed Tinker
90,44-84138,,9/19/1945,4121BU,,8/19/1954,Reclaimed Kelly
90,44-84139,,SQUARE T 9/30/1945,,,10/12/1954,Reclaimed Langley
90,44-84140,,,,,,Unknown
90,44-84141,,,4121BU,,7/24/1951,Surveyed
90,44-84142,,9/12/1945,4121BU,,8/19/1954,Reclaimed Kelly
90,44-84143,,CIRCLER 9/18/1945,9BG,,8/19/1954,Reclaimed Mountain Home
90,44-84144,,SQUARE A 9/19/1945,301BW,,7/14/1954,Salvaged at Davis-Monthan
90,44-84145,,TRIANGLE C 9/20/1945,509BW,,10/5/1954,Reclaimed Hill
90,44-84146,,9/2111945,303BW,,7/14/1954,Salvaged at Davis-Monthan
91,44-84147,TRIANGLEC,911911945,509BW,11124/1954,,Reclaimed Tinker
91,44-84148,,912011945,611BEX,1111211953,,Reclaimed Robins
91,44-84149,SQUARE,T 9/30/1945,2BW,1212611956,,Hit mountain in Alaska
91,44-84150,,,,,,Unknown
91,44-84151,SQUARE!,912611945,2BW,91911954,,Reclaimed Tinker
91,44-84152,,912511945,4141BU,10/12/1953,,Reclaimed Pyote
91,44-84153,,,,,,Unknown
91,44-84154,,,4105BU,,,Unknown
91,44-84155,,9/30/1945,4105BU,5/10/1954,,Reclaimed Davis-Monthan
91,44-84156,TRIANGLEO,9/30/1945,97BW,911911954,,Reclaimed Tinker
91,44-86242,,,611BASEX,711511949,,Class OIZ
91,44-86243,CIRCLER,,28BG,,,Unknown
91,44-86244,,5/8/1945,,7/14/1954,,Reclaimed Davis-Monthan
91,44-86245,,5/8/1945,611BASEX,10/12/1953,,Reclaimed at Pyote
91,44-86246,CIRCLER,51911945,28BG,911411953,,Reclaimed Tinker
91,44-86247,MP! SQUAREH,51911945,98BG,11/18/1951,,Crashed on takeoff from Yokota
91,44-86247,DRAGON BEHIND TRI,N 50 (2),444BG,11911952,,Surveyed
91,44-86248,,511211945,XXIBC,10/12/1953,,Reclaimed Pyote
91,44-86249,,8/27/1945,XXIBC,10/12/1953,,Reclaimed
91,44-86249,SQUARE!,511111945,91SRC,711911954,,Reclaimed Tinker
91,44-86250,BLKSTRP,511211945,19BG,12/4/1953,,Reclaimed Robins
91,44-86251,TRIANGLEO,5/14/1945,97BW,612711954,,Reclaimed Dow
91,44-86252,BLKSQM,,19BG,10/17/1950,,Surveyed
91,44-86252,MULE TRAIN CIRCLEE,,22BG,,,Unknown
91,44-86253,,,,31211947,,Missing-circumstances unknown
91,44-86254,STATESIDE REJECT [9] BLKSTRPRED,,19BG,4/24/1951,,"Surveyed-Cr, burned 11150 on Okinawa"
91,44-86254,STAR DUSTER [9] BLKSTRPBLU,,19BG,4/24/1951,,"Surveyed-Cr, burned 11150 on Okinawa"
91,44-86255,,5/14/1945,303BW,7/14/1954,,Salvaged at Davis-Monthan
91,44-86256,CIRCLEE,5/16/1945,22BG,10/17/1950,,Surveyed
91,44-86257,CIRCLER,,28BG,10/17/1950,,Surveyed
91,44-86258,CIRCLEEYLW,,22BG,6/14/1950,,Surveyed
91,44-86259,,511711945,7RCUSQ,7/14/1954,,Salvaged at Davis-Monthan
91,44-86260,CIRCLER,511911945,28BG,10/12/1953,,Reclaimed Tinker
91,44-86261,BANANA BOAT CIRCE,BLUE 511711945,22BG,10/12/1953,,Reclaimed
91,44-86261,BANANA BOAT TRIS,511711945,40BG,911411953,,Reclaimed Tinker
91,44-86262,,511711945,4141BU,10/12/1953,,Reclaimed Pyote
91,44-86263,TRIANGLEO,511711945,97BG,3/30/1954,,Reclaimed Tinker
91,44-86264,,5/18/1945,4141BU,10/12/1953,,Reclaimed Pyote
91,44-86265,,512311945,4141BU,612311954,,Reclaimed Pyote
91,44-86266,,511711945,4141BU,612311954,,Reclaimed Pyote
91,44-86267,,5/18/1945,54WRS,71511954,,Reclaimed Robins
91,44-86268,SQUAREY,,307BG,511411951,,"Surveyed, battle damage 4/7 /51"
91,44-86269,,512211945,55WRS,31111954,,Reclaimed McClellan
91,44-86270,,512311945,2750ABW,21111955,,Reclaimed Wright-Patterson
91,44-86271,SQUAREH,,98BG,1212911952,,Surveyed
91,44-86272,LONESOME POLECAT SQUAREH,512211945,98BG,7/14/1954,,Reclaimed
91,44-86273,LIL DARLIN SQUAREH,,98BG,10/14/1951,,"Cr into bowling alley, laundary Yokota"
91,44-86273,SQUAREH,,98BG,1012111951,,Surveyed
91,44-86274,,,XXIBC,8/29/1945,,Crashed Toyama on POW drop
91,44-86275,SQUAREP,5/24/1945,306BW,912711945,,Reclaimed McClellan
91,44-86276,,,,8/18/1945,,Surveyed
91,44-86277,SQUARE,A 512511945,301BW,7/14/1954,,Salvaged at Davis-Monthan
91,44-86278,,512511945,247BU,10/12/1953,,Reclaimed
91,44-86279,,,,4/111946,,Surveyed
91,44-86280,CIRCLEEYLW,CIRCLEE,22BG,81511950,,Surveyed
91,44-86281,SQUARE,A 512511945,301BW,712711954,,Reclaimed Mountain Home
91,44-86282,,,4925TEST,11/2111952,,Crashed
91,44-86283,,512911945,4141BU,10/12/1953,,Reclaimed Pyote
91,44-86284,DOWN'S CLOWNS CIRCLE,W 513111945,92BG,7/14/1954,,Reclaimed McClellan
91,44-86285,,512611945,4925SPG,8/16/1954,,Reclaimed Laurel
91,44-86286,SIT N' GIT SQUARE,A 512911945,301BW,611711953,,Reclaimed Davis-Monthan
91,44-86287,SQUARE,A 512911945,301BW,7/14/1954,,Salvaged at Davis-Monthan
91,44-86288,SQUAREH,,98BG,712711945,,Surveyed
91,44-86289,SQUARE,T 5/30/1945,2BG,9/14/1954,,Reclaimed Hill
91,44-86290,BABY SAN CIRCLER,513111945,9BW,91911954,,Salvaged at Davis-Monthan
92,44-86290,PHIPPENS PIPPENS,SQUAREH 5/31/1945,98BG,,7/14/1954,Salvaged at Davis-Monthan
92,44-86291,,CIRCLE ARROW 3/28/1945,,509CG,7/21/1953,Reclaimed Hill
92,44-86292,ENOLA GAY,CIRCR82,,509CG,,Unknown
92,44-86293,,,4141BU,,,
92,44-86294,,CIRCLER 6/1/1945,28BG,,10/12/1953,Reclaimed Tinker
92,44-86295,,SQUAREY 6/4/1945,307BG,,8/16/1954,Reclaimed Davis-Monthan
92,44-86295,,SQUAREH 6/4/1945,98BG,,8/16/1954,Reclaimed Davis-Monthan
92,44-86296,,6/4/1945,4141BU,,10/12/1953,Reclaimed Pyote
92,44-86297,,CIRCLER 6/5/1945,28BG,,10/12/1953,Reclaimed
92,44-86298,,CIRCLER 6/5/1945,28BG,,9/14/1953,Reclaimed Tinker
